date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
01-12-2023,Arunachal Pradesh,4,2,1137
01-12-2023,Assam,4,30,8111
01-12-2023,Bihar,4,59,4788
01-12-2023,Chandigarh,4,130,1496
01-12-2023,Chhattisgarh,4,93,3575
01-12-2023,DNH and DD,4,5,488
01-12-2023,Delhi,4,811,16567
01-12-2023,Goa,4,71,1859
01-12-2023,Gujarat,4,548,26023
01-12-2023,Haryana,4,218,23698
01-12-2023,Himachal Pradesh,4,16,5710
01-12-2023,Jammu and Kashmir,4,15,4531
01-12-2023,Jharkhand,4,27,4375
01-12-2023,Karnataka,4,1155,22859
01-12-2023,Kerala,4,736,13811
01-12-2023,Madhya Pradesh,4,134,9736
01-12-2023,Maharashtra,4,1125,32212
01-12-2023,Manipur,4,2,206
01-12-2023,Odisha,4,186,7280
01-12-2023,Puducherry,4,12,860
01-12-2023,Punjab,4,116,13632
01-12-2023,Rajasthan,4,348,13082
01-12-2023,Tamil Nadu,4,520,19246
01-12-2023,Tripura,4,4,489
01-12-2023,Uttar Pradesh,4,498,29434
01-12-2023,Uttarakhand,4,37,5430
01-12-2023,West Bengal,4,160,8435
01-01-2024,Uttar Pradesh,4,399,44334
01-01-2024,Maharashtra,4,1289,50156
01-01-2024,Karnataka,4,1080,30770
01-01-2024,Tamil Nadu,4,626,28455
01-01-2024,Bihar,4,58,6824
01-01-2024,Kerala,4,734,164
01-01-2024,Rajasthan,4,498,21747
01-01-2024,Delhi,4,1345,21520
01-01-2024,Madhya Pradesh,4,172,19326
01-01-2024,Gujarat,4,494,33379
01-01-2024,Odisha,4,150,7500
01-01-2024,Assam,4,21,7242
01-01-2024,Haryana,4,282,28776
01-01-2024,Chhattisgarh,4,91,4946
01-01-2024,West Bengal,4,184,10223
01-01-2024,Punjab,4,105,15000
01-01-2024,Andhra Pradesh,4,123,8483
01-01-2024,Jharkhand,4,29,4678
01-01-2024,Uttarakhand,4,49,5385
01-01-2024,Jammu and Kashmir,4,10,5264
01-01-2024,Goa,4,86,2331
01-01-2024,Chandigarh,4,101,1624
01-01-2024,Tripura,4,2,466
01-01-2024,Puducherry,4,10,1250
01-01-2024,Himachal Pradesh,4,13,4815
01-01-2024,DNH and DD,4,3,527
01-01-2024,Manipur,4,7,433
01-01-2024,Arunachal Pradesh,4,5,1174
01-02-2024,Uttar Pradesh,4,394,37170
01-02-2024,Maharashtra,4,1227,36302
01-02-2024,Karnataka,4,923,24812
01-02-2024,Tamil Nadu,4,595,23063
01-02-2024,Rajasthan,4,517,19149
01-02-2024,Bihar,4,71,6762
01-02-2024,Madhya Pradesh,4,146,18025
01-02-2024,Kerala,4,684,12281
01-02-2024,Gujarat,4,510,25758
01-02-2024,Delhi,4,596,17898
01-02-2024,Assam,4,24,6858
01-02-2024,Odisha,4,203,6305
01-02-2024,Chhattisgarh,4,99,4125
01-02-2024,Punjab,4,111,14051
01-02-2024,Andhra Pradesh,4,128,6125
01-02-2024,Haryana,4,312,26000
01-02-2024,West Bengal,4,185,8487
01-02-2024,Jharkhand,4,42,4667
01-02-2024,Uttarakhand,4,60,5826
01-02-2024,Jammu and Kashmir,4,24,4211
01-02-2024,Goa,4,99,1772
01-02-2024,Tripura,4,5,538
01-02-2024,Chandigarh,4,84,1321
01-02-2024,Puducherry,4,16,1177
01-02-2024,Himachal Pradesh,4,11,4584
01-02-2024,Manipur,4,7,310
01-02-2024,DNH and DD,4,5,444
01-02-2024,Meghalaya,4,4,1261
01-02-2024,Arunachal Pradesh,4,4,1184
01-03-2024,Maharashtra,4,1079,36826
01-03-2024,Uttar Pradesh,4,389,34425
01-03-2024,Karnataka,4,1482,26751
01-03-2024,Tamil Nadu,4,749,22095
01-03-2024,Rajasthan,4,493,16942
01-03-2024,Delhi,4,897,15905
01-03-2024,Kerala,4,876,13861
01-03-2024,Gujarat,4,661,25424
01-03-2024,Bihar,4,99,6972
01-03-2024,Madhya Pradesh,4,143,14743
01-03-2024,Andhra Pradesh,4,366,7838
01-03-2024,Assam,4,53,7465
01-03-2024,Chhattisgarh,4,120,4348
01-03-2024,Punjab,4,132,14348
01-03-2024,West Bengal,4,495,8089
01-03-2024,Haryana,4,305,23644
01-03-2024,Jharkhand,4,52,4483
01-03-2024,Goa,4,123,1730
01-03-2024,Uttarakhand,4,51,4812
01-03-2024,Jammu and Kashmir,4,18,4500
01-03-2024,Tripura,4,3,556
01-03-2024,Chandigarh,4,119,1294
01-03-2024,Puducherry,4,5,1042
01-03-2024,Meghalaya,4,3,1200
01-03-2024,Himachal Pradesh,4,17,4147
01-03-2024,DNH and DD,4,4,429
01-03-2024,Manipur,4,2,370
01-04-2021,Andhra Pradesh,2,436,63444
01-04-2021,Assam,2,7,30344
01-04-2021,Bihar,2,47,81056
01-04-2021,Chandigarh,2,6,1200
01-04-2021,Chhattisgarh,2,36,10274
01-04-2021,Delhi,2,272,14233
01-04-2021,Goa,2,36,3374
01-04-2021,Gujarat,2,98,49005
01-04-2021,Haryana,2,101,31078
01-04-2021,Himachal Pradesh,2,9,4360
01-04-2021,Jammu and Kashmir,2,22,6874
01-04-2021,Jharkhand,2,80,26969
01-04-2021,Karnataka,2,1549,59979
01-04-2021,Kerala,2,379,57624
01-04-2021,Madhya Pradesh,2,126,29491
01-04-2021,Maharashtra,2,428,45515
01-04-2021,Manipur,2,2,3048
01-04-2021,Odisha,2,191,36953
01-04-2021,Puducherry,2,18,2581
01-04-2021,Punjab,2,9,24348
01-04-2021,Rajasthan,2,325,48828
01-04-2021,Tamil Nadu,2,1297,107658
01-04-2021,Uttar Pradesh,2,171,137840
01-04-2021,Uttarakhand,2,34,7607
01-04-2021,West Bengal,2,9,65885
01-05-2021,Andhra Pradesh,2,201,41370
01-05-2021,Bihar,2,8,55276
01-05-2021,Chhattisgarh,2,6,5280
01-05-2021,Goa,2,27,379
01-05-2021,Gujarat,2,106,33419
01-05-2021,Haryana,2,17,7315
01-05-2021,Himachal Pradesh,2,4,1721
01-05-2021,Jammu and Kashmir,2,50,1916
01-05-2021,Jharkhand,2,39,21680
01-05-2021,Karnataka,2,140,4942
01-05-2021,Kerala,2,95,6675
01-05-2021,Maharashtra,2,189,16627
01-05-2021,Odisha,2,28,5900
01-05-2021,Puducherry,2,3,314
01-05-2021,Punjab,2,21,14366
01-05-2021,Rajasthan,2,33,18802
01-05-2021,Tamil Nadu,2,237,17837
01-05-2021,Uttar Pradesh,2,25,147458
01-05-2021,Uttarakhand,2,6,2957
01-05-2021,West Bengal,2,6,28906
01-06-2021,Andhra Pradesh,2,369,53867
01-06-2021,Assam,2,6,22586
01-06-2021,Bihar,2,67,100771
01-06-2021,Chandigarh,2,2,1314
01-06-2021,Chhattisgarh,2,138,31808
01-06-2021,DNH and DD,2,2,627
01-06-2021,Delhi,2,205,22186
01-06-2021,Goa,2,17,1533
01-06-2021,Gujarat,2,207,59121
01-06-2021,Haryana,2,74,31957
01-06-2021,Himachal Pradesh,2,25,5098
01-06-2021,Jammu and Kashmir,2,87,8677
01-06-2021,Jharkhand,2,42,33533
01-06-2021,Karnataka,2,560,19402
01-06-2021,Kerala,2,184,17828
01-06-2021,Madhya Pradesh,2,227,90928
01-06-2021,Maharashtra,2,891,75098
01-06-2021,Odisha,2,147,23193
01-06-2021,Puducherry,2,31,2559
01-06-2021,Punjab,2,71,23393
01-06-2021,Rajasthan,2,515,59809
01-06-2021,Tamil Nadu,2,660,45197
01-06-2021,Uttar Pradesh,2,92,264409
01-06-2021,Uttarakhand,2,37,9766
01-06-2021,West Bengal,2,12,67354
01-07-2021,Andhra Pradesh,2,811,58165
01-07-2021,Assam,2,22,22521
01-07-2021,Bihar,2,189,70562
01-07-2021,Chandigarh,2,11,1286
01-07-2021,Chhattisgarh,2,253,30642
01-07-2021,DNH and DD,2,3,704
01-07-2021,Delhi,2,818,24955
01-07-2021,Goa,2,64,1694
01-07-2021,Gujarat,2,358,68641
01-07-2021,Haryana,2,134,24476
01-07-2021,Himachal Pradesh,2,18,6543
01-07-2021,Jammu and Kashmir,2,203,10104
01-07-2021,Jharkhand,2,108,29512
01-07-2021,Karnataka,2,3384,84001
01-07-2021,Kerala,2,456,41455
01-07-2021,Madhya Pradesh,2,469,99094
01-07-2021,Maharashtra,2,2101,146083
01-07-2021,Odisha,2,324,38080
01-07-2021,Puducherry,2,38,3592
01-07-2021,Punjab,2,318,27261
01-07-2021,Rajasthan,2,1378,67308
01-07-2021,Tamil Nadu,2,2801,122808
01-07-2021,Uttar Pradesh,2,303,215180
01-07-2021,Uttarakhand,2,76,12268
01-07-2021,West Bengal,2,36,76665
01-08-2021,Andhra Pradesh,2,666,58473
01-08-2021,Assam,2,26,25097
01-08-2021,Bihar,2,191,54618
01-08-2021,Chandigarh,2,19,1380
01-08-2021,Chhattisgarh,2,238,27491
01-08-2021,DNH and DD,2,2,584
01-08-2021,Delhi,2,995,26069
01-08-2021,Goa,2,22,2316
01-08-2021,Gujarat,2,584,54721
01-08-2021,Haryana,2,441,30342
01-08-2021,Himachal Pradesh,2,32,5430
01-08-2021,Jammu and Kashmir,2,122,9978
01-08-2021,Jharkhand,2,137,26589
01-08-2021,Karnataka,2,3319,79751
01-08-2021,Kerala,2,598,52507
01-08-2021,Madhya Pradesh,2,457,67859
01-08-2021,Maharashtra,2,2419,119076
01-08-2021,Odisha,2,485,33821
01-08-2021,Puducherry,2,34,3496
01-08-2021,Punjab,2,342,27376
01-08-2021,Rajasthan,2,1451,57021
01-08-2021,Tamil Nadu,2,2745,109440
01-08-2021,Uttar Pradesh,2,531,146734
01-08-2021,Uttarakhand,2,114,11192
01-08-2021,West Bengal,2,80,63613
01-09-2021,Andhra Pradesh,2,766,51764
01-09-2021,Assam,2,38,24438
01-09-2021,Bihar,2,475,48021
01-09-2021,Chandigarh,2,25,1162
01-09-2021,Chhattisgarh,2,244,24790
01-09-2021,Delhi,2,809,17347
01-09-2021,Goa,2,87,3081
01-09-2021,Gujarat,2,959,71820
01-09-2021,Haryana,2,691,32590
01-09-2021,Himachal Pradesh,2,33,4975
01-09-2021,Jammu and Kashmir,2,157,7354
01-09-2021,Jharkhand,2,149,24528
01-09-2021,Karnataka,2,3539,80292
01-09-2021,Kerala,2,789,48245
01-09-2021,Madhya Pradesh,2,590,65166
01-09-2021,Maharashtra,2,2166,92351
01-09-2021,Odisha,2,490,28355
01-09-2021,Puducherry,2,48,3211
01-09-2021,Punjab,2,487,24819
01-09-2021,Rajasthan,2,1625,48502
01-09-2021,Tamil Nadu,2,2880,108477
01-09-2021,Uttar Pradesh,2,730,132962
01-09-2021,Uttarakhand,2,169,9926
01-09-2021,West Bengal,2,84,65430
01-10-2021,Andhra Pradesh,2,993,88110
01-10-2021,Assam,2,28,32155
01-10-2021,Bihar,2,470,50679
01-10-2021,Chandigarh,2,18,1792
01-10-2021,Chhattisgarh,2,301,33464
01-10-2021,Delhi,2,995,26087
01-10-2021,Goa,2,163,3914
01-10-2021,Gujarat,2,1460,84700
01-10-2021,Haryana,2,505,26891
01-10-2021,Himachal Pradesh,2,29,4651
01-10-2021,Jammu and Kashmir,2,199,8601
01-10-2021,Jharkhand,2,253,28877
01-10-2021,Karnataka,2,3709,76401
01-10-2021,Kerala,2,833,42377
01-10-2021,Ladakh,2,6,18
01-10-2021,Madhya Pradesh,2,545,52075
01-10-2021,Maharashtra,2,3554,131332
01-10-2021,Manipur,2,6,2098
01-10-2021,Odisha,2,948,52708
01-10-2021,Puducherry,2,31,2839
01-10-2021,Punjab,2,416,29940
01-10-2021,Rajasthan,2,1602,65626
01-10-2021,Tamil Nadu,2,2530,85674
01-10-2021,Uttar Pradesh,2,1022,129924
01-10-2021,Uttarakhand,2,129,12826
01-10-2021,West Bengal,2,67,53475
01-11-2021,Andhra Pradesh,2,1114,64835
01-11-2021,Assam,2,120,29586
01-11-2021,Bihar,2,604,107209
01-11-2021,Chandigarh,2,79,2083
01-11-2021,Chhattisgarh,2,509,63099
01-11-2021,Delhi,2,1269,37710
01-11-2021,Goa,2,178,4104
01-11-2021,Gujarat,2,1569,110759
01-11-2021,Haryana,2,871,43957
01-11-2021,Himachal Pradesh,2,61,7398
01-11-2021,Jammu and Kashmir,2,64,8083
01-11-2021,Jharkhand,2,370,51355
01-11-2021,Karnataka,2,3430,74444
01-11-2021,Kerala,2,948,43718
01-11-2021,Madhya Pradesh,2,940,99568
01-11-2021,Maharashtra,2,3684,168326
01-11-2021,Manipur,2,3,2490
01-11-2021,Odisha,2,843,41128
01-11-2021,Puducherry,2,47,2889
01-11-2021,Punjab,2,803,46549
01-11-2021,Rajasthan,2,2265,141368
01-11-2021,Tamil Nadu,2,2844,111203
01-11-2021,Uttar Pradesh,2,1347,225370
01-11-2021,Uttarakhand,2,262,20977
01-11-2021,West Bengal,2,309,79819
01-12-2021,Andhra Pradesh,2,985,42446
01-12-2021,Assam,2,93,28392
01-12-2021,Bihar,2,467,63454
01-12-2021,Chandigarh,2,30,1252
01-12-2021,Chhattisgarh,2,500,24772
01-12-2021,DNH and DD,2,4,1100
01-12-2021,Delhi,2,1258,18687
01-12-2021,Goa,2,153,3468
01-12-2021,Gujarat,2,2111,92992
01-12-2021,Haryana,2,670,40694
01-12-2021,Himachal Pradesh,2,73,6044
01-12-2021,Jammu and Kashmir,2,110,4076
01-12-2021,Jharkhand,2,293,26077
01-12-2021,Karnataka,2,4381,83147
01-12-2021,Kerala,2,1107,43996
01-12-2021,Madhya Pradesh,2,901,110877
01-12-2021,Maharashtra,2,4775,134502
01-12-2021,Manipur,2,4,3649
01-12-2021,Odisha,2,939,26693
01-12-2021,Puducherry,2,81,2589
01-12-2021,Punjab,2,450,35287
01-12-2021,Rajasthan,2,2119,61061
01-12-2021,Tamil Nadu,2,3236,83485
01-12-2021,Uttar Pradesh,2,1371,268713
01-12-2021,Uttarakhand,2,229,12632
01-12-2021,West Bengal,2,285,73989
01-01-2022,Andhra Pradesh,2,1671,59712
01-01-2022,Assam,2,92,26097
01-01-2022,Bihar,2,409,51380
01-01-2022,Chandigarh,2,19,1291
01-01-2022,Chhattisgarh,2,595,31989
01-01-2022,DNH and DD,2,6,758
01-01-2022,Delhi,2,1762,24615
01-01-2022,Goa,2,194,3015
01-01-2022,Gujarat,2,2191,58107
01-01-2022,Haryana,2,597,28339
01-01-2022,Himachal Pradesh,2,22,3490
01-01-2022,Jammu and Kashmir,2,76,3561
01-01-2022,Jharkhand,2,240,24613
01-01-2022,Karnataka,2,4386,74134
01-01-2022,Kerala,2,1399,45699
01-01-2022,Ladakh,2,6,20
01-01-2022,Madhya Pradesh,2,862,75043
01-01-2022,Maharashtra,2,5138,136937
01-01-2022,Manipur,2,5,3660
01-01-2022,Odisha,2,1333,45749
01-01-2022,Puducherry,2,94,4044
01-01-2022,Punjab,2,552,28295
01-01-2022,Rajasthan,2,2359,50153
01-01-2022,Tamil Nadu,2,4233,124399
01-01-2022,Tripura,2,5,3043
01-01-2022,Uttar Pradesh,2,1322,168934
01-01-2022,Uttarakhand,2,184,10413
01-01-2022,West Bengal,2,370,61071
01-02-2022,Andhra Pradesh,2,2284,52013
01-02-2022,Assam,2,108,25414
01-02-2022,Bihar,2,495,59758
01-02-2022,Chandigarh,2,22,1184
01-02-2022,Chhattisgarh,2,635,28508
01-02-2022,DNH and DD,2,4,817
01-02-2022,Delhi,2,2384,25413
01-02-2022,Goa,2,267,3248
01-02-2022,Gujarat,2,2613,68658
01-02-2022,Haryana,2,677,25667
01-02-2022,Himachal Pradesh,2,57,4041
01-02-2022,Jammu and Kashmir,2,101,4836
01-02-2022,Jharkhand,2,338,27174
01-02-2022,Karnataka,2,5593,75612
01-02-2022,Kerala,2,1737,41273
01-02-2022,Madhya Pradesh,2,974,69322
01-02-2022,Maharashtra,2,6871,116043
01-02-2022,Manipur,2,3,4773
01-02-2022,Odisha,2,1266,41856
01-02-2022,Puducherry,2,117,3410
01-02-2022,Punjab,2,296,24506
01-02-2022,Rajasthan,2,2563,56168
01-02-2022,Tamil Nadu,2,4506,108851
01-02-2022,Tripura,2,3,2705
01-02-2022,Uttar Pradesh,2,1202,163699
01-02-2022,Uttarakhand,2,223,9283
01-02-2022,West Bengal,2,383,56937
01-03-2022,Andhra Pradesh,2,3169,51588
01-03-2022,Assam,2,179,29698
01-03-2022,Bihar,2,1328,85165
01-03-2022,Chandigarh,2,55,1883
01-03-2022,Chhattisgarh,2,959,31244
01-03-2022,DNH and DD,2,5,757
01-03-2022,Delhi,2,3491,28871
01-03-2022,Goa,2,235,4381
01-03-2022,Gujarat,2,4507,79333
01-03-2022,Haryana,2,1025,30295
01-03-2022,Himachal Pradesh,2,61,3565
01-03-2022,Jammu and Kashmir,2,227,5680
01-03-2022,Jharkhand,2,607,38435
01-03-2022,Karnataka,2,7288,91537
01-03-2022,Kerala,2,2880,50610
01-03-2022,Madhya Pradesh,2,1580,76256
01-03-2022,Maharashtra,2,9687,130070
01-03-2022,Manipur,2,2,3508
01-03-2022,Odisha,2,2363,47801
01-03-2022,Puducherry,2,181,3913
01-03-2022,Punjab,2,716,31497
01-03-2022,Rajasthan,2,3080,60106
01-03-2022,Tamil Nadu,2,7708,124272
01-03-2022,Tripura,2,18,3504
01-03-2022,Uttar Pradesh,2,1986,180927
01-03-2022,Uttarakhand,2,435,11692
01-03-2022,West Bengal,2,626,73783
01-04-2022,Andhra Pradesh,2,2745,56529
01-04-2022,Assam,2,168,26813
01-04-2022,Bihar,2,475,82418
01-04-2022,Chandigarh,2,63,1881
01-04-2022,Chhattisgarh,2,1397,30843
01-04-2022,DNH and DD,2,4,804
01-04-2022,Delhi,2,2832,32226
01-04-2022,Goa,2,377,3817
01-04-2022,Gujarat,2,6695,88648
01-04-2022,Haryana,2,1215,30558
01-04-2022,Himachal Pradesh,2,97,4637
01-04-2022,Jammu and Kashmir,2,125,8306
01-04-2022,Jharkhand,2,450,35590
01-04-2022,Karnataka,2,8814,100400
01-04-2022,Kerala,2,2908,41859
01-04-2022,Madhya Pradesh,2,1337,75144
01-04-2022,Maharashtra,2,7375,135969
01-04-2022,Meghalaya,2,5,1472
01-04-2022,Nagaland,2,2,444
01-04-2022,Odisha,2,2261,44330
01-04-2022,Puducherry,2,82,3044
01-04-2022,Punjab,2,817,29934
01-04-2022,Rajasthan,2,3771,70039
01-04-2022,Tamil Nadu,2,5425,106643
01-04-2022,Tripura,2,20,2797
01-04-2022,Uttar Pradesh,2,2397,225079
01-04-2022,Uttarakhand,2,602,12989
01-04-2022,West Bengal,2,815,68909
01-05-2022,Andhra Pradesh,2,1615,48041
01-05-2022,Assam,2,112,28739
01-05-2022,Bihar,2,458,113034
01-05-2022,Chandigarh,2,44,1797
01-05-2022,Chhattisgarh,2,834,28821
01-05-2022,DNH and DD,2,6,790
01-05-2022,Delhi,2,1760,28897
01-05-2022,Goa,2,453,3338
01-05-2022,Gujarat,2,4408,68621
01-05-2022,Haryana,2,1178,32009
01-05-2022,Himachal Pradesh,2,73,5131
01-05-2022,Jammu and Kashmir,2,124,9505
01-05-2022,Jharkhand,2,431,39317
01-05-2022,Karnataka,2,5947,84301
01-05-2022,Kerala,2,2373,40514
01-05-2022,Madhya Pradesh,2,1310,94602
01-05-2022,Maharashtra,2,8914,123203
01-05-2022,Manipur,2,2,2443
01-05-2022,Odisha,2,1714,38324
01-05-2022,Puducherry,2,65,3122
01-05-2022,Punjab,2,493,30377
01-05-2022,Rajasthan,2,3701,73803
01-05-2022,Tamil Nadu,2,3628,102565
01-05-2022,Tripura,2,14,2768
01-05-2022,Uttar Pradesh,2,1695,273962
01-05-2022,Uttarakhand,2,377,12930
01-05-2022,West Bengal,2,683,68721
01-06-2022,Andhra Pradesh,2,1733,37538
01-06-2022,Assam,2,101,21695
01-06-2022,Bihar,2,716,79768
01-06-2022,Chandigarh,2,63,1808
01-06-2022,Chhattisgarh,2,1038,28027
01-06-2022,Delhi,2,2755,27696
01-06-2022,Goa,2,365,3042
01-06-2022,Gujarat,2,5322,83549
01-06-2022,Haryana,2,966,30435
01-06-2022,Himachal Pradesh,2,104,5610
01-06-2022,Jammu and Kashmir,2,159,8064
01-06-2022,Jharkhand,2,461,32650
01-06-2022,Karnataka,2,6800,91707
01-06-2022,Kerala,2,2568,44015
01-06-2022,Ladakh,2,14,590
01-06-2022,Madhya Pradesh,2,1434,83413
01-06-2022,Maharashtra,2,7880,115725
01-06-2022,Manipur,2,13,3391
01-06-2022,Meghalaya,2,2,1291
01-06-2022,Mizoram,2,2,1750
01-06-2022,Odisha,2,1693,39143
01-06-2022,Puducherry,2,85,3331
01-06-2022,Punjab,2,514,28256
01-06-2022,Rajasthan,2,3427,58281
01-06-2022,Tamil Nadu,2,3749,110740
01-06-2022,Tripura,2,21,2761
01-06-2022,Uttar Pradesh,2,1361,198411
01-06-2022,Uttarakhand,2,374,13121
01-06-2022,West Bengal,2,660,67878
01-07-2022,Andhra Pradesh,2,1921,42632
01-07-2022,Assam,2,120,26803
01-07-2022,Bihar,2,638,62773
01-07-2022,Chandigarh,2,58,2086
01-07-2022,Chhattisgarh,2,1309,26466
01-07-2022,DNH and DD,2,9,735
01-07-2022,Delhi,2,2658,30654
01-07-2022,Goa,2,579,2801
01-07-2022,Gujarat,2,5592,83341
01-07-2022,Haryana,2,710,30657
01-07-2022,Himachal Pradesh,2,92,5377
01-07-2022,Jammu and Kashmir,2,316,8717
01-07-2022,Jharkhand,2,589,32122
01-07-2022,Karnataka,2,5689,77333
01-07-2022,Kerala,2,1964,37691
01-07-2022,Madhya Pradesh,2,1722,81579
01-07-2022,Maharashtra,2,8446,111895
01-07-2022,Manipur,2,21,4103
01-07-2022,Meghalaya,2,3,1363
01-07-2022,Odisha,2,1816,32549
01-07-2022,Puducherry,2,71,3298
01-07-2022,Punjab,2,603,27082
01-07-2022,Rajasthan,2,4574,63752
01-07-2022,Tamil Nadu,2,4180,103800
01-07-2022,Tripura,2,2,2632
01-07-2022,Uttar Pradesh,2,1828,153826
01-07-2022,Uttarakhand,2,404,12603
01-07-2022,West Bengal,2,689,62610
01-08-2022,Andhra Pradesh,2,1898,54365
01-08-2022,Assam,2,202,27466
01-08-2022,Bihar,2,849,64565
01-08-2022,Chandigarh,2,59,1896
01-08-2022,Chhattisgarh,2,1360,23146
01-08-2022,DNH and DD,2,6,742
01-08-2022,Delhi,2,3259,31869
01-08-2022,Goa,2,303,4503
01-08-2022,Gujarat,2,5059,74982
01-08-2022,Haryana,2,915,33336
01-08-2022,Himachal Pradesh,2,59,5281
01-08-2022,Jammu and Kashmir,2,182,9131
01-08-2022,Jharkhand,2,561,25332
01-08-2022,Karnataka,2,7476,88611
01-08-2022,Kerala,2,3069,50954
01-08-2022,Madhya Pradesh,2,1931,98165
01-08-2022,Maharashtra,2,9723,118886
01-08-2022,Manipur,2,8,3647
01-08-2022,Meghalaya,2,2,1734
01-08-2022,Mizoram,2,6,2062
01-08-2022,Odisha,2,2007,30540
01-08-2022,Puducherry,2,91,3810
01-08-2022,Punjab,2,645,32591
01-08-2022,Rajasthan,2,4159,60191
01-08-2022,Tamil Nadu,2,5306,120312
01-08-2022,Tripura,2,14,2643
01-08-2022,Uttar Pradesh,2,1920,131703
01-08-2022,Uttarakhand,2,494,12711
01-08-2022,West Bengal,2,663,62200
01-09-2022,Andhra Pradesh,2,2239,52804
01-09-2022,Assam,2,200,31729
01-09-2022,Bihar,2,951,54364
01-09-2022,Chandigarh,2,70,1929
01-09-2022,Chhattisgarh,2,1190,23465
01-09-2022,DNH and DD,2,8,629
01-09-2022,Delhi,2,2301,25409
01-09-2022,Goa,2,400,4078
01-09-2022,Gujarat,2,5333,77920
01-09-2022,Haryana,2,848,25832
01-09-2022,Himachal Pradesh,2,67,4101
01-09-2022,Jammu and Kashmir,2,220,8320
01-09-2022,Jharkhand,2,498,23758
01-09-2022,Karnataka,2,7616,87981
01-09-2022,Kerala,2,3100,53877
01-09-2022,Madhya Pradesh,2,1898,53245
01-09-2022,Maharashtra,2,10730,122642
01-09-2022,Mizoram,2,4,1568
01-09-2022,Odisha,2,2197,36139
01-09-2022,Puducherry,2,114,3772
01-09-2022,Punjab,2,590,27407
01-09-2022,Rajasthan,2,4677,53951
01-09-2022,Tamil Nadu,2,5112,121791
01-09-2022,Tripura,2,17,3842
01-09-2022,Uttar Pradesh,2,1787,97293
01-09-2022,Uttarakhand,2,386,9325
01-09-2022,West Bengal,2,727,64255
01-10-2022,Andhra Pradesh,2,2568,74374
01-10-2022,Assam,2,194,38033
01-10-2022,Bihar,2,1377,88895
01-10-2022,Chandigarh,2,118,3103
01-10-2022,Chhattisgarh,2,2471,57951
01-10-2022,DNH and DD,2,5,619
01-10-2022,Delhi,2,3699,50702
01-10-2022,Goa,2,704,6241
01-10-2022,Gujarat,2,6635,115540
01-10-2022,Haryana,2,1313,38921
01-10-2022,Himachal Pradesh,2,79,5548
01-10-2022,Jammu and Kashmir,2,258,9184
01-10-2022,Jharkhand,2,949,50073
01-10-2022,Karnataka,2,9706,117015
01-10-2022,Kerala,2,3629,44021
01-10-2022,Madhya Pradesh,2,3616,137210
01-10-2022,Maharashtra,2,15999,189870
01-10-2022,Manipur,2,4,2532
01-10-2022,Meghalaya,2,5,1558
01-10-2022,Mizoram,2,3,1638
01-10-2022,Odisha,2,3695,72161
01-10-2022,Puducherry,2,180,3564
01-10-2022,Punjab,2,707,37265
01-10-2022,Rajasthan,2,9455,133585
01-10-2022,Tamil Nadu,2,5530,111507
01-10-2022,Tripura,2,13,3431
01-10-2022,Uttar Pradesh,2,3003,258110
01-10-2022,Uttarakhand,2,797,19532
01-10-2022,West Bengal,2,538,50676
01-11-2022,Andaman & Nicobar Island,2,6,405
01-11-2022,Andhra Pradesh,2,2742,69695
01-11-2022,Assam,2,176,32542
01-11-2022,Bihar,2,1253,110759
01-11-2022,Chandigarh,2,163,1727
01-11-2022,Chhattisgarh,2,2725,42575
01-11-2022,DNH and DD,2,14,1290
01-11-2022,Delhi,2,3869,41689
01-11-2022,Goa,2,587,5285
01-11-2022,Gujarat,2,8322,165828
01-11-2022,Haryana,2,1369,58469
01-11-2022,Himachal Pradesh,2,134,9181
01-11-2022,Jammu and Kashmir,2,194,4656
01-11-2022,Jharkhand,2,953,40248
01-11-2022,Karnataka,2,9851,109695
01-11-2022,Kerala,2,3698,40561
01-11-2022,Madhya Pradesh,2,3426,130285
01-11-2022,Maharashtra,2,13718,204988
01-11-2022,Manipur,2,2,5529
01-11-2022,Meghalaya,2,3,1438
01-11-2022,Mizoram,2,8,1542
01-11-2022,Odisha,2,2997,38593
01-11-2022,Puducherry,2,153,3002
01-11-2022,Punjab,2,1042,46873
01-11-2022,Rajasthan,2,7306,158463
01-11-2022,Tamil Nadu,2,7258,120109
01-11-2022,Tripura,2,12,3427
01-11-2022,Uttar Pradesh,2,2746,279169
01-11-2022,Uttarakhand,2,839,25037
01-11-2022,West Bengal,2,1209,100516
01-12-2022,Andaman & Nicobar Island,2,10,397
01-12-2022,Andhra Pradesh,2,2718,47327
01-12-2022,Assam,2,250,34737
01-12-2022,Bihar,2,987,60432
01-12-2022,Chandigarh,2,123,1454
01-12-2022,Chhattisgarh,2,1883,26359
01-12-2022,DNH and DD,2,19,1112
01-12-2022,Delhi,2,3826,21773
01-12-2022,Goa,2,528,4983
01-12-2022,Gujarat,2,7906,107138
01-12-2022,Haryana,2,885,37571
01-12-2022,Himachal Pradesh,2,100,6751
01-12-2022,Jammu and Kashmir,2,150,3943
01-12-2022,Jharkhand,2,653,27130
01-12-2022,Karnataka,2,7750,75110
01-12-2022,Kerala,2,4112,40445
01-12-2022,Madhya Pradesh,2,2328,64980
01-12-2022,Maharashtra,2,13076,136534
01-12-2022,Manipur,2,63,4150
01-12-2022,Mizoram,2,11,1792
